      gene      | go_accession |                                                                                           go_term                                                                                           
 Smp_129640.1   | GO:0019898   | extrinsic component of membrane
 Smp_171550.1   | GO:0005746   | mitochondrial respiratory chain
 Smp_090430.1   | GO:0030955   | potassium ion binding
 Smp_090430.1   | GO:0008076   | voltage-gated potassium channel complex
 Smp_197280.1   | GO:0016308   | 1-phosphatidylinositol-4-phosphate 5-kinase activity
 Smp_155600.1   | GO:0007156   | homophilic cell adhesion via plasma membrane adhesion molecules
 Smp_142360.2   | GO:0016308   | 1-phosphatidylinositol-4-phosphate 5-kinase activity
 Smp_052910.1   | GO:0006511   | ubiquitin-dependent protein catabolic process
 Smp_066330.3   | GO:0005794   | Golgi apparatus
 Smp_066330.2   | GO:0008289   | lipid binding
 Smp_066330.2   | GO:0005794   | Golgi apparatus
 Smp_166780.1   | GO:0007059   | chromosome segregation
 Smp_166820.1   | GO:0007059   | chromosome segregation
 Smp_166820.1   | GO:0009295   | nucleoid
 Smp_018490.1   | GO:0005516   | calmodulin binding
 Smp_018490.1   | GO:0006941   | striated muscle contraction
 Smp_018490.1   | GO:0005863   | striated muscle myosin thick filament
 Smp_028990.3   | GO:0004721   | phosphoprotein phosphatase activity
 Smp_028990.3   | GO:0006470   | protein dephosphorylation
 Smp_028990.3   | GO:0005625   | obsolete soluble fraction (obsolete GO:0005625)
 Smp_028990.1   | GO:0004721   | phosphoprotein phosphatase activity
 Smp_028990.1   | GO:0006470   | protein dephosphorylation
 Smp_029070.1   | GO:0006289   | nucleotide-excision repair
 Smp_029070.1   | GO:0009432   | SOS response
 Smp_169230.1   | GO:0004714   | transmembrane receptor protein tyrosine kinase activity
 Smp_017650.1   | GO:0005789   | endoplasmic reticulum membrane
 Smp_162520.1   | GO:0007156   | homophilic cell adhesion via plasma membrane adhesion molecules
 Smp_129340.1   | GO:0005874   | microtubule
 Smp_129530.1   | GO:0007156   | homophilic cell adhesion via plasma membrane adhesion molecules
 Smp_105970.1   | GO:0005516   | calmodulin binding
 Smp_105970.1   | GO:0006941   | striated muscle contraction
 Smp_105970.1   | GO:0005863   | striated muscle myosin thick filament
 Smp_210220.1   | GO:0000049   | tRNA binding
 Smp_007500.1   | GO:0005794   | Golgi apparatus
 Smp_123490.1   | GO:0016779   | nucleotidyltransferase activity
 Smp_121960.1   | GO:0004714   | transmembrane receptor protein tyrosine kinase activity
 Smp_138310.1   | GO:0006470   | protein dephosphorylation
 Smp_029850.1   | GO:0016779   | nucleotidyltransferase activity
 Smp_029850.1   | GO:0006261   | DNA-dependent DNA replication
 Smp_116630.1   | GO:0042626   | ATPase activity, coupled to transmembrane movement of substances
 Smp_023570.1   | GO:0042626   | ATPase activity, coupled to transmembrane movement of substances
 Smp_042680.1   | GO:0006633   | fatty acid biosynthetic process
 Smp_023290.1   | GO:0006811   | ion transport
 Smp_023290.1   | GO:0030054   | cell junction
 Smp_023290.1   | GO:0045211   | postsynaptic membrane
 Smp_136710.2   | GO:0015992   | proton transport
 Smp_027010.2   | GO:0031410   | cytoplasmic vesicle
 Smp_027010.2   | GO:0030131   | clathrin adaptor complex
 Smp_027010.2   | GO:0005794   | Golgi apparatus
 Smp_027010.2   | GO:0030117   | membrane coat
 Smp_132550.1   | GO:0005516   | calmodulin binding
 Smp_132550.1   | GO:0006941   | striated muscle contraction
 Smp_132550.1   | GO:0005863   | striated muscle myosin thick filament
 Smp_177010.1   | GO:0017017   | MAP kinase tyrosine/serine/threonine phosphatase activity
 Smp_177010.1   | GO:0006470   | protein dephosphorylation
 Smp_177040.1   | GO:0000030   | mannosyltransferase activity
 Smp_177040.1   | GO:0005789   | endoplasmic reticulum membrane
 Smp_100120.1   | GO:0004571   | mannosyl-oligosaccharide 1,2-alpha-mannosidase activity
 Smp_015070.1   | GO:0000300   | obsolete peripheral to membrane of membrane fraction (obsolete GO:0000300)
 Smp_015070.2   | GO:0000300   | obsolete peripheral to membrane of membrane fraction (obsolete GO:0000300)
 Smp_117810.1   | GO:0000300   | obsolete peripheral to membrane of membrane fraction (obsolete GO:0000300)
 Smp_161630.1   | GO:0005262   | calcium channel activity
 Smp_173450.1   | GO:0005874   | microtubule
 Smp_030710.1   | GO:0004721   | phosphoprotein phosphatase activity
 Smp_098890.1   | GO:0008380   | RNA splicing
 Smp_105680.2   | GO:0004579   | dolichyl-diphosphooligosaccharide-protein glycotransferase activity
 Smp_105680.2   | GO:0005789   | endoplasmic reticulum membrane
 Smp_105680.2   | GO:0008250   | oligosaccharyltransferase complex
 Smp_151720.1   | GO:0006096   | glycolytic process
 Smp_067810.1   | GO:0016055   | Wnt signaling pathway
 Smp_067810.1   | GO:0005625   | obsolete soluble fraction (obsolete GO:0005625)
 Smp_211060.1   | GO:0004252   | serine-type endopeptidase activity
 Smp_137060.1   | GO:0018024   | histone-lysine N-methyltransferase activity
 Smp_137150.1   | GO:0030246   | carbohydrate binding
 Smp_137150.1   | GO:0009341   | beta-galactosidase complex
 Smp_008850.1   | GO:0004930   | G-protein coupled receptor activity
 Smp_008850.1   | GO:0007186   | G-protein coupled receptor signaling pathway
 Smp_067010.1   | GO:0005097   | Rab GTPase activator activity (obsolete GO:Rab GTPase activator activity)
 Smp_067010.1   | GO:0032313   | regulation of Rab GTPase activity (obsolete GO:regulation of Rab GTPase activity)
 Smp_063930.1   | GO:0008076   | voltage-gated potassium channel complex
 Smp_063930.1   | GO:0030955   | potassium ion binding
 Smp_024650.1   | GO:0005794   | Golgi apparatus
 Smp_024650.1   | GO:0003945   | N-acetyllactosamine synthase activity
 Smp_119050.1   | GO:0005201   | extracellular matrix structural constituent
 Smp_119050.1   | GO:0006817   | phosphate ion transport
 Smp_119050.1   | GO:0005581   | collagen trimer
 Smp_198180.1   | GO:0003886   | DNA (cytosine-5-)-methyltransferase activity
 Smp_043030.1   | GO:0006096   | glycolytic process
 Smp_043150.1   | GO:0005529   | sugar binding (obsolete GO:sugar binding)
 Smp_145500.1   | GO:0016043   | cellular component organization
 Smp_043270.1   | GO:0004930   | G-protein coupled receptor activity
 Smp_043270.1   | GO:0007186   | G-protein coupled receptor signaling pathway
 Smp_043300.1   | GO:0004930   | G-protein coupled receptor activity
 Smp_043300.1   | GO:0007186   | G-protein coupled receptor signaling pathway
 Smp_043350.1   | GO:0016779   | nucleotidyltransferase activity
 Smp_150850.1   | GO:0018024   | histone-lysine N-methyltransferase activity
 Smp_007960.1   | GO:0003868   | 4-hydroxyphenylpyruvate dioxygenase activity
 Smp_171740.1   | GO:0042626   | ATPase activity, coupled to transmembrane movement of substances
 Smp_171740.1   | GO:0005254   | chloride channel activity
 Smp_171740.1   | GO:0031404   | chloride ion binding
 Smp_171740.1   | GO:0006811   | ion transport
 Smp_123710.1   | GO:0004086   | obsolete carbamoyl-phosphate synthase activity (obsolete GO:0004086)
 Smp_123720.1   | GO:0015293   | symporter activity
 Smp_123720.1   | GO:0008643   | carbohydrate transport
 Smp_160200.1   | GO:0005245   | voltage-gated calcium channel activity
 Smp_080100.1   | GO:0030054   | cell junction
 Smp_041730.3   | GO:0008380   | RNA splicing
 Smp_179300.1   | GO:0016779   | nucleotidyltransferase activity
 Smp_179300.1   | GO:0008907   | integrase activity
 Smp_179300.1   | GO:0004523   | RNA-DNA hybrid ribonuclease activity
 Smp_179300.1   | GO:0019059   | obsolete initiation of viral infection (obsolete GO:0019059)
 Smp_179300.1   | GO:0019028   | viral capsid
 Smp_042150.1   | GO:0005874   | microtubule
 Smp_149200.3   | GO:0005516   | calmodulin binding
 Smp_149200.3   | GO:0006941   | striated muscle contraction
 Smp_149200.3   | GO:0005863   | striated muscle myosin thick filament
 Smp_027370.1   | GO:0043687   | post-translational protein modification
 Smp_151850.1   | GO:0005219   | ryanodine-sensitive calcium-release channel activity
 Smp_151880.1   | GO:0005262   | calcium channel activity
 Smp_089060.2   | GO:0051028   | mRNA transport
 Smp_089060.1   | GO:0051028   | mRNA transport
 Smp_052470.1   | GO:0042409   | caffeoyl-CoA O-methyltransferase activity
 Smp_052470.1   | GO:0009809   | lignin biosynthetic process
 Smp_054010.1   | GO:0006865   | amino acid transport
 Smp_150990.1   | GO:0006865   | amino acid transport
 Smp_090120.1   | GO:0005874   | microtubule
 Smp_008580.1   | GO:0015780   | nucleotide-sugar transport
 Smp_008580.1   | GO:0005794   | Golgi apparatus
 Smp_136260.1   | GO:0004360   | glutamine-fructose-6-phosphate transaminase (isomerizing) activity
 Smp_136260.1   | GO:0005529   | sugar binding (obsolete GO:sugar binding)
 Smp_136260.1   | GO:0006541   | glutamine metabolic process
 Smp_154530.1   | GO:0015986   | ATP synthesis coupled proton transport
 Smp_092750.1   | GO:0006183   | GTP biosynthetic process
 Smp_092750.1   | GO:0006228   | UTP biosynthetic process
 Smp_142510.1   | GO:0016075   | rRNA catabolic process
 Smp_150510.1   | GO:0005773   | vacuole
 Smp_058140.4   | GO:0030091   | protein repair
 Smp_058160.1   | GO:0030054   | cell junction
 Smp_160090.1   | GO:0006511   | ubiquitin-dependent protein catabolic process
 Smp_045600.1   | GO:0005516   | calmodulin binding
 Smp_155250.1   | GO:0008289   | lipid binding
 Smp_061480.1   | GO:0005516   | calmodulin binding
 Smp_061480.1   | GO:0006941   | striated muscle contraction
 Smp_061480.1   | GO:0005863   | striated muscle myosin thick filament
 Smp_143390.1   | GO:0032012   | regulation of ARF protein signal transduction
 Smp_155720.1   | GO:0004707   | MAP kinase activity
 Smp_097370.1   | GO:0042132   | fructose 1,6-bisphosphate 1-phosphatase activity
 Smp_097370.1   | GO:0019253   | reductive pentose-phosphate cycle
 Smp_127720.1   | GO:0004930   | G-protein coupled receptor activity
 Smp_127720.1   | GO:0007186   | G-protein coupled receptor signaling pathway
 Smp_042740.1   | GO:0005874   | microtubule
 Smp_213160.1   | GO:0004707   | MAP kinase activity
 Smp_140180.1   | GO:0005789   | endoplasmic reticulum membrane
 Smp_140180.1   | GO:0005794   | Golgi apparatus
 Smp_134510.1   | GO:0005516   | calmodulin binding
 Smp_134510.1   | GO:0009268   | response to pH
 Smp_134490.1   | GO:0008289   | lipid binding
 Smp_031680.1   | GO:0004889   | acetylcholine-activated cation-selective channel activity
 Smp_031680.1   | GO:0006811   | ion transport
 Smp_031680.1   | GO:0030054   | cell junction
 Smp_031680.1   | GO:0005892   | acetylcholine-gated channel complex
 Smp_031680.1   | GO:0045211   | postsynaptic membrane
 Smp_031710.1   | GO:0004798   | thymidylate kinase activity
 Smp_031710.1   | GO:0006139   | nucleobase-containing compound metabolic process
 Smp_139400.1   | GO:0004721   | phosphoprotein phosphatase activity
 Smp_139410.1   | GO:0030955   | potassium ion binding
 Smp_139410.1   | GO:0005516   | calmodulin binding
 Smp_139410.1   | GO:0015269   | calcium-activated potassium channel activity
 Smp_139410.1   | GO:0008076   | voltage-gated potassium channel complex
 Smp_031860.1   | GO:0031410   | cytoplasmic vesicle
 Smp_031860.1   | GO:0030131   | clathrin adaptor complex
 Smp_031860.1   | GO:0005794   | Golgi apparatus
 Smp_144610.1   | GO:0008643   | carbohydrate transport
 Smp_144710.1   | GO:0006470   | protein dephosphorylation
 Smp_144810.1   | GO:0006470   | protein dephosphorylation
 Smp_134650.1   | GO:0006221   | pyrimidine nucleotide biosynthetic process
 Smp_039400.1   | GO:0006452   | translational frameshifting
 Smp_039400.1   | GO:0008612   | peptidyl-lysine modification to peptidyl-hypusine
 Smp_152000.1   | GO:0006511   | ubiquitin-dependent protein catabolic process
 Smp_149950.1   | GO:0016779   | nucleotidyltransferase activity
 Smp_175320.1   | GO:0006505   | GPI anchor metabolic process
 Smp_015070.1   | GO:0015986   | ATP synthesis coupled proton transport
 Smp_072740.1   | GO:0010038   | response to metal ion
 Smp_015800.1   | GO:0033588   | Elongator holoenzyme complex
 Smp_081820.4   | GO:0016627   | oxidoreductase activity, acting on the CH-CH group of donors
 Smp_154530.1   | GO:0000276   | mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)
 Smp_142910.1   | GO:0030117   | membrane coat
 Smp_156540.1   | GO:0007223   | Wnt signaling pathway, calcium modulating pathway
 Smp_079950.1   | GO:0015986   | ATP synthesis coupled proton transport
 Smp_210400.1   | GO:0004252   | serine-type endopeptidase activity
 Smp_091650.1   | GO:0006754   | ATP biosynthetic process
 Smp_176300.1   | GO:0016887   | ATPase activity
 Smp_211060.1   | GO:0005958   | DNA-dependent protein kinase-DNA ligase 4 complex
 Smp_030780.1   | GO:0006511   | ubiquitin-dependent protein catabolic process
 Smp_022810.2   | GO:0006913   | nucleocytoplasmic transport
 Smp_122730.1   | GO:0000439   | core TFIIH complex
 Smp_015070.2   | GO:0015986   | ATP synthesis coupled proton transport
 Smp_036180.1   | GO:0007242   | intracellular signaling cascade (obsolete GO:0007242)
 Smp_210370.1   | GO:0004579   | dolichyl-diphosphooligosaccharide-protein glycotransferase activity
 Smp_210370.1   | GO:0018279   | protein N-linked glycosylation via asparagine
 Smp_210370.1   | GO:0008250   | oligosaccharyltransferase complex
 Smp_210370.1   | GO:0005789   | endoplasmic reticulum membrane
 Smp_153140.1   | GO:0016887   | ATPase activity
 Smp_011660.1   | GO:0004683   | calmodulin-dependent protein kinase activity
 Smp_092750.1   | GO:0004550   | nucleoside diphosphate kinase activity
 Smp_080280.3   | GO:0006367   | transcription initiation from RNA polymerase II promoter
 Smp_152900.1   | GO:0007223   | Wnt signaling pathway, calcium modulating pathway
 Smp_134790.1   | GO:0006367   | transcription initiation from RNA polymerase II promoter
 Smp_210960.1   | GO:0005667   | transcription factor complex
 Smp_136710.2   | GO:0006754   | ATP biosynthetic process
 Smp_040970.3   | GO:0015986   | ATP synthesis coupled proton transport
 Smp_055800.1   | GO:0008283   | cell proliferation
 Smp_178260.1   | GO:0016779   | nucleotidyltransferase activity
 Smp_028190.1   | GO:0006139   | nucleobase-containing compound metabolic process
 Smp_137530.1   | GO:0005516   | calmodulin binding
 Smp_137530.1   | GO:0006941   | striated muscle contraction
 Smp_137530.1   | GO:0005863   | striated muscle myosin thick filament
 Smp_137540.1   | GO:0006118   | obsolete electron transport (obsolete GO:0006118)
 Smp_021600.1   | GO:0030955   | potassium ion binding
 Smp_021600.1   | GO:0031965   | nuclear membrane
 Smp_083880.1   | GO:0004930   | G-protein coupled receptor activity
 Smp_083880.1   | GO:0007186   | G-protein coupled receptor signaling pathway
 Smp_162160.1   | GO:0005544   | calcium-dependent phospholipid binding
 Smp_162160.1   | GO:0004859   | phospholipase inhibitor activity
 Smp_074140.1   | GO:0005544   | calcium-dependent phospholipid binding
 Smp_074140.1   | GO:0004859   | phospholipase inhibitor activity
 Smp_162280.1   | GO:0004109   | coproporphyrinogen oxidase activity
 Smp_074400.1   | GO:0006511   | ubiquitin-dependent protein catabolic process
 Smp_170850.1   | GO:0010181   | FMN binding
 Smp_170850.1   | GO:0006118   | obsolete electron transport (obsolete GO:0006118)
 Smp_186980.1   | GO:0008409   | 5'-3' exonuclease activity
 Smp_123710.1   | GO:0006633   | fatty acid biosynthetic process
 Smp_123710.1   | GO:0003989   | acetyl-CoA carboxylase activity
 Smp_143030.1   | GO:0006511   | ubiquitin-dependent protein catabolic process
 Smp_057790.1   | GO:0004714   | transmembrane receptor protein tyrosine kinase activity
 Smp_211250.1   | GO:0003945   | N-acetyllactosamine synthase activity
 Smp_211250.1   | GO:0005794   | Golgi apparatus
 Smp_074010.1   | GO:0006289   | nucleotide-excision repair
 Smp_129080.1   | GO:0000276   | mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)
 Smp_009320.1   | GO:0006511   | ubiquitin-dependent protein catabolic process
 Smp_117810.1   | GO:0015986   | ATP synthesis coupled proton transport
 Smp_002280.1   | GO:0005874   | microtubule
 Smp_091740.1   | GO:0006888   | ER to Golgi vesicle-mediated transport
 Smp_091740.1   | GO:0005794   | Golgi apparatus
 Smp_171670.1   | GO:0005874   | microtubule
 Smp_091650.1   | GO:0030955   | potassium ion binding
 Smp_091650.1   | GO:0015992   | proton transport
 Smp_022460.1   | GO:0006118   | obsolete electron transport (obsolete GO:0006118)
 Smp_022460.1   | GO:0005746   | mitochondrial respiratory chain
 Smp_186780.1   | GO:0004930   | G-protein coupled receptor activity
 Smp_186780.1   | GO:0007186   | G-protein coupled receptor signaling pathway
 Smp_134180.1   | GO:0006470   | protein dephosphorylation
 Smp_087930.1   | GO:0042626   | ATPase activity, coupled to transmembrane movement of substances
 Smp_138930.2   | GO:0004819   | glutamine-tRNA ligase activity
 Smp_138930.2   | GO:0006425   | glutaminyl-tRNA aminoacylation
 Smp_212180.1   | GO:0008812   | choline dehydrogenase activity
